"","spp","X.x","fbsci","maxlength","mortalitywild","fecundity","fecundity_mean","maturitylength","maturitylength_mean","maturityage","maturityage_mean","numberofspawningcycles","reproductiveseasonlength","fertilization","reproductionmode","spawningground","batchspawner","parentalcare","larvaesize","larvae_mean","X.y","CommonName","Source","Country","Site","lat","lon","stockid","CollectionYear","MarkerName","n","bp","He","Hese","Pi","Pise","file"
"867","Hippocampus ingens",111,"Hippocampus ingens",30,NA,"400",400,NA,NA,"0.33",0.33,NA,NA,"in brood pouch or similar structure","dioecism","coastal",-1,1,"8.5",8.5,871,"Pacific seahorse","Saarman et. al 2010 Conservation Genetics 11:1989-2000","Ecuador","Manta and Salango",-1.04,-81.09,NA,"","control region",17,"428",0.684,NA,0.002,NA,"mtdna101"
"868","Hippocampus ingens",111,"Hippocampus ingens",30,NA,"400",400,NA,NA,"0.33",0.33,NA,NA,"in brood pouch or similar structure","dioecism","coastal",-1,1,"8.5",8.5,872,"Pacific seahorse","Saarman et. al 2010 Conservation Genetics 11:1989-2000","Guatemala","BuenaVista and Puerto San Jose",13.82,-91.63,NA,"","control region",30,"428",0.897,NA,0.0058,NA,"mtdna101"
"869","Hippocampus ingens",111,"Hippocampus ingens",30,NA,"400",400,NA,NA,"0.33",0.33,NA,NA,"in brood pouch or similar structure","dioecism","coastal",-1,1,"8.5",8.5,873,"Pacific seahorse","Saarman et. al 2010 Conservation Genetics 11:1989-2000","Mexico","Gulf of California",27.7,-111.89,NA,"","control region",10,"428",0.756,NA,0.0062,NA,"mtdna101"
"870","Hippocampus ingens",111,"Hippocampus ingens",30,NA,"400",400,NA,NA,"0.33",0.33,NA,NA,"in brood pouch or similar structure","dioecism","coastal",-1,1,"8.5",8.5,874,"Pacific seahorse","Saarman et. al 2010 Conservation Genetics 11:1989-2000","Mexico","Mazatlan",23.1,-106.6,NA,"","control region",6,"428",0.8,NA,0.0047,NA,"mtdna101"
"871","Hippocampus ingens",111,"Hippocampus ingens",30,NA,"400",400,NA,NA,"0.33",0.33,NA,NA,"in brood pouch or similar structure","dioecism","coastal",-1,1,"8.5",8.5,875,"Pacific seahorse","Saarman et. al 2010 Conservation Genetics 11:1989-2000","Mexico","Salina Cruz",15.73,-95.27,NA,"","control region",5,"428",0.4,NA,0.002,NA,"mtdna101"
"872","Hippocampus ingens",111,"Hippocampus ingens",30,NA,"400",400,NA,NA,"0.33",0.33,NA,NA,"in brood pouch or similar structure","dioecism","coastal",-1,1,"8.5",8.5,876,"Pacific seahorse","Saarman et. al 2010 Conservation Genetics 11:1989-2000","Peru","Chiclayo and Sechura",-6.43,-80.9,NA,"","control region",7,"428",0.667,NA,0.0018,NA,"mtdna101"
"873","Hippocampus ingens",111,"Hippocampus ingens",30,NA,"400",400,NA,NA,"0.33",0.33,NA,NA,"in brood pouch or similar structure","dioecism","coastal",-1,1,"8.5",8.5,877,"Pacific seahorse","Saarman et. al 2010 Conservation Genetics 11:1989-2000","Peru","Pisco",-14.23,-76.4,NA,"","control region",4,"428",0.833,NA,0.0035,NA,"mtdna101"
"874","Hippocampus ingens",111,"Hippocampus ingens",30,NA,"400",400,NA,NA,"0.33",0.33,NA,NA,"in brood pouch or similar structure","dioecism","coastal",-1,1,"8.5",8.5,878,"Pacific seahorse","Saarman et. al 2010 Conservation Genetics 11:1989-2000","USA","San Diego",34.18,-119.93,NA,"","control region",18,"428",0.471,NA,0.0011,NA,"mtdna101"
"875","Hippocampus kuda",112,"Hippocampus kuda",30,NA,"c(20, NA)",20,"c(NA, NA)",NA,"c(0.58, 0.5)",0.54,NA,NA,"in brood pouch or similar structure","dioecism","c(""coastal"", ""estuarine"")",-1,1,"7",7,879,"Spotted seahorse","Goswami et. al 2009 Hydrobiologia 621:213-221","India","Kollam",8.87472222222222,76.5883333333333,NA,"","cytb",17,"350",0.61,NA,0.006,NA,"mtdna101"
"876","Hippocampus kuda",112,"Hippocampus kuda",30,NA,"c(20, NA)",20,"c(NA, NA)",NA,"c(0.58, 0.5)",0.54,NA,NA,"in brood pouch or similar structure","dioecism","c(""coastal"", ""estuarine"")",-1,1,"7",7,880,"Spotted seahorse","Goswami et. al 2009 Hydrobiologia 621:213-221","India","Mandapam",9.2775,79.1241666666667,NA,"","cytb",20,"350",0.52,NA,0.004,NA,"mtdna101"
"877","Hippocampus kuda",112,"Hippocampus kuda",30,NA,"c(20, NA)",20,"c(NA, NA)",NA,"c(0.58, 0.5)",0.54,NA,NA,"in brood pouch or similar structure","dioecism","c(""coastal"", ""estuarine"")",-1,1,"7",7,881,"Spotted seahorse","Panithanarak et. al 2010 Zoological Studies 49(4):564-576","Thailand","Aow Po",8.05,98.2,NA,"","control region",6,"353",0.33,0.089814624,9e-04,0.000244949,"mtdna101"
"878","Hippocampus kuda",112,"Hippocampus kuda",30,NA,"c(20, NA)",20,"c(NA, NA)",NA,"c(0.58, 0.5)",0.54,NA,NA,"in brood pouch or similar structure","dioecism","c(""coastal"", ""estuarine"")",-1,1,"7",7,882,"Spotted seahorse","Panithanarak et. al 2010 Zoological Studies 49(4):564-576","Thailand","Bangsaen",13.27,100.84,NA,"","control region",37,"353",0.57,0.013151919,0.0019,6.58e-05,"mtdna101"
"879","Hippocampus kuda",112,"Hippocampus kuda",30,NA,"c(20, NA)",20,"c(NA, NA)",NA,"c(0.58, 0.5)",0.54,NA,NA,"in brood pouch or similar structure","dioecism","c(""coastal"", ""estuarine"")",-1,1,"7",7,883,"Spotted seahorse","Panithanarak et. al 2010 Zoological Studies 49(4):564-576","Thailand","Cha-um",12.9,100.09,NA,"","control region",20,"353",0.56,0.026832816,0.0024,0.000156525,"mtdna101"
"880","Hippocampus kuda",112,"Hippocampus kuda",30,NA,"c(20, NA)",20,"c(NA, NA)",NA,"c(0.58, 0.5)",0.54,NA,NA,"in brood pouch or similar structure","dioecism","c(""coastal"", ""estuarine"")",-1,1,"7",7,884,"Spotted seahorse","Panithanarak et. al 2010 Zoological Studies 49(4):564-576","Thailand","Chang Is.",11.92,102.25,NA,"","control region",10,"353",0.6,0.04110961,0.0019,0.000126491,"mtdna101"
"881","Hippocampus kuda",112,"Hippocampus kuda",30,NA,"c(20, NA)",20,"c(NA, NA)",NA,"c(0.58, 0.5)",0.54,NA,NA,"in brood pouch or similar structure","dioecism","c(""coastal"", ""estuarine"")",-1,1,"7",7,885,"Spotted seahorse","Panithanarak et. al 2010 Zoological Studies 49(4):564-576","Thailand","Samed I.",12.54,101.37,NA,"","control region",28,"353",0.47,0.018898224,0.0019,7.56e-05,"mtdna101"
"882","Hippocampus kuda",112,"Hippocampus kuda",30,NA,"c(20, NA)",20,"c(NA, NA)",NA,"c(0.58, 0.5)",0.54,NA,NA,"in brood pouch or similar structure","dioecism","c(""coastal"", ""estuarine"")",-1,1,"7",7,886,"Spotted seahorse","Teske et al. 2005","Malaysia","Pulai Estuary, Johor, Peninsular Malaysia",1.933,103.118888888889,NA,"","control region",35,"380",0.86,NA,0.0037,NA,"mtdna101"
"883","Hippocampus kuda",112,"Hippocampus kuda",30,NA,"c(20, NA)",20,"c(NA, NA)",NA,"c(0.58, 0.5)",0.54,NA,NA,"in brood pouch or similar structure","dioecism","c(""coastal"", ""estuarine"")",-1,1,"7",7,887,"Spotted seahorse","Teske et al. 2005","Philippines","Tayabas Bay, Quezon",13.861,121.118055555556,NA,"","control region",35,"380",0.68,NA,0.0025,NA,"mtdna101"
"884","Hippocampus kuda",112,"Hippocampus kuda",30,NA,"c(20, NA)",20,"c(NA, NA)",NA,"c(0.58, 0.5)",0.54,NA,NA,"in brood pouch or similar structure","dioecism","c(""coastal"", ""estuarine"")",-1,1,"7",7,888,"Spotted seahorse","Teske et al. 2005","Southeastern India","Tamil Nadu",11.695,80.0352777777778,NA,"","control region",24,"380",0.84,NA,0.0063,NA,"mtdna101"
"885","Hippocampus mohnikei",113,"Hippocampus mohnikei",8,NA,NA,NA,NA,NA,"0.5",0.5,NA,NA,"in brood pouch or similar structure","dioecism",NA,-1,1,NA,NA,889,"Japanese seahorse","Zhang et al. 2014 PLoS ONE 9:e105494","China","Laizhouwan",37.13,119.68,NA,"","cytb",20,"780",0.912,NA,0.00368,NA,"mtdna102"
"886","Hippocampus mohnikei",113,"Hippocampus mohnikei",8,NA,NA,NA,NA,NA,"0.5",0.5,NA,NA,"in brood pouch or similar structure","dioecism",NA,-1,1,NA,NA,890,"Japanese seahorse","Zhang et al. 2014 PLoS ONE 9:e105494","China","Yangmadao",37.5,121.65,NA,"","cytb",30,"780",0.961,NA,0.0034,NA,"mtdna102"
"887","Hippocampus trimaculatus",114,"Hippocampus trimaculatus",22,NA,"c(400, NA)",400,"c(NA, NA)",NA,"c(0.5, NA)",0.5,NA,NA,"in brood pouch or similar structure","dioecism","c(""coastal"", NA)",-1,1,"6.1",6.1,891,"Longnose seahorse","Goswami et. al 2009 Hydrobiologia 621:213-221","India","Kollam",8.87472222222222,76.5883333333333,NA,"","cytb",15,"350",0.39,NA,0.005,NA,"mtdna101"
"888","Hippocampus trimaculatus",114,"Hippocampus trimaculatus",22,NA,"c(400, NA)",400,"c(NA, NA)",NA,"c(0.5, NA)",0.5,NA,NA,"in brood pouch or similar structure","dioecism","c(""coastal"", NA)",-1,1,"6.1",6.1,892,"Longnose seahorse","Goswami et. al 2009 Hydrobiologia 621:213-221","India","Mandapam",9.2775,79.1241666666667,NA,"","cytb",24,"350",0.47,NA,0.007,NA,"mtdna101"
"889","Hippocampus trimaculatus",114,"Hippocampus trimaculatus",22,NA,"c(400, NA)",400,"c(NA, NA)",NA,"c(0.5, NA)",0.5,NA,NA,"in brood pouch or similar structure","dioecism","c(""coastal"", NA)",-1,1,"6.1",6.1,893,"Longnose seahorse","Zhang et al. 2014 PLoS ONE 9:e105494","China","Tropical Zone",19.2933,110.1833,NA,"","cytb",42,"780",0.919,NA,0.00307,NA,"mtdna102"
"890","Hippocampus trimaculatus",114,"Hippocampus trimaculatus",22,NA,"c(400, NA)",400,"c(NA, NA)",NA,"c(0.5, NA)",0.5,NA,NA,"in brood pouch or similar structure","dioecism","c(""coastal"", NA)",-1,1,"6.1",6.1,894,"Longnose seahorse","Zhang et al. 2014 PLoS ONE 9:e105494","China","Warm-Temperature Zone",24.7833,118.44,NA,"","cytb",15,"780",0.872,NA,0.00217,NA,"mtdna102"
"891","Hippoglossus stenolepis",115,"Hippoglossus stenolepis",258,55,"2250000",2250000,"c(NA, NA, 134, 125, NA)",129.5,"c(7, 5, 12.1, 10.9, NA)",8.75,NA,"3 months","external","dioecism",NA,0,1,NA,NA,895,"Pacific halibut","Nielsen et. al 2010 Conservation Genetics 11:999-1012","USA","Bering Sea",57.56,-170.45,"PHALNPAC","","control region",57,"254",0.8,NA,0.0064,NA,"mtdna101"
"892","Hippoglossus stenolepis",115,"Hippoglossus stenolepis",258,55,"2250000",2250000,"c(NA, NA, 134, 125, NA)",129.5,"c(7, 5, 12.1, 10.9, NA)",8.75,NA,"3 months","external","dioecism",NA,0,1,NA,NA,896,"Pacific halibut","Nielsen et. al 2010 Conservation Genetics 11:999-1012","USA","Gulf of Alaska",59.5,-149.79,"PHALNPAC","","control region",105,"254",0.8446,NA,0.0073,NA,"mtdna101"
"893","Holocentrus adscensionis",116,"Holocentrus adscensionis",61,NA,NA,NA,"c(NA, NA)",NA,"c(NA, NA)",NA,NA,NA,"external","dioecism","c(NA, NA)",0,3,NA,NA,897,"Squirrelfish","Bowen et al. 2006 Marine Biology 149:899-913","Belize","Belize",17.791,-87.762276,NA,"1990-1997","cytb",8,"769",1,NA,0.006,NA,"mtdna101"
"894","Holocentrus adscensionis",116,"Holocentrus adscensionis",61,NA,NA,NA,"c(NA, NA)",NA,"c(NA, NA)",NA,NA,NA,"external","dioecism","c(NA, NA)",0,3,NA,NA,898,"Squirrelfish","Bowen et al. 2006 Marine Biology 149:899-913","Brazil","Brazil",-9.406,-33.756674,NA,"1990-1997","cytb",20,"769",0.979,NA,0.006,NA,"mtdna101"
"895","Holocentrus adscensionis",116,"Holocentrus adscensionis",61,NA,NA,NA,"c(NA, NA)",NA,"c(NA, NA)",NA,NA,NA,"external","dioecism","c(NA, NA)",0,3,NA,NA,899,"Squirrelfish","Bowen et al. 2006 Marine Biology 149:899-913","Britain","Ascension",-7.929,-14.197362,NA,"1990-1997","cytb",20,"769",0.947,NA,0.005,NA,"mtdna101"
"896","Holocentrus adscensionis",116,"Holocentrus adscensionis",61,NA,NA,NA,"c(NA, NA)",NA,"c(NA, NA)",NA,NA,NA,"external","dioecism","c(NA, NA)",0,3,NA,NA,900,"Squirrelfish","Bowen et al. 2006 Marine Biology 149:899-913","Britain","St. Helena",-16.088,-5.565104,NA,"1990-1997","cytb",17,"769",0.956,NA,0.006,NA,"mtdna101"
"897","Holocentrus adscensionis",116,"Holocentrus adscensionis",61,NA,NA,NA,"c(NA, NA)",NA,"c(NA, NA)",NA,NA,NA,"external","dioecism","c(NA, NA)",0,3,NA,NA,901,"Squirrelfish","Bowen et al. 2006 Marine Biology 149:899-913","Panama","Panama",9.211,-81.116107,NA,"1990-1997","cytb",6,"769",1,NA,0.007,NA,"mtdna101"
"898","Holocentrus adscensionis",116,"Holocentrus adscensionis",61,NA,NA,NA,"c(NA, NA)",NA,"c(NA, NA)",NA,NA,NA,"external","dioecism","c(NA, NA)",0,3,NA,NA,902,"Squirrelfish","Bowen et al. 2006 Marine Biology 149:899-913","Sao Tome and Principe","Sao Tome",0.324,6.860847,NA,"1990-1997","cytb",17,"769",0.868,NA,0.006,NA,"mtdna101"
"899","Holocentrus adscensionis",116,"Holocentrus adscensionis",61,NA,NA,NA,"c(NA, NA)",NA,"c(NA, NA)",NA,NA,NA,"external","dioecism","c(NA, NA)",0,3,NA,NA,903,"Squirrelfish","Bowen et al. 2006 Marine Biology 149:899-913","US Virgin Islands","St. Croix",17.7,-65.021281,NA,"1990-1997","cytb",6,"769",1,NA,0.005,NA,"mtdna101"
"900","Holocentrus adscensionis",116,"Holocentrus adscensionis",61,NA,NA,NA,"c(NA, NA)",NA,"c(NA, NA)",NA,NA,NA,"external","dioecism","c(NA, NA)",0,3,NA,NA,904,"Squirrelfish","Bowen et al. 2006 Marine Biology 149:899-913","USA","Florida",25.086,-81.841437,NA,"1990-1997","cytb",7,"769",1,NA,0.005,NA,"mtdna101"
"901","Hoplostethus atlanticus",117,"Hoplostethus atlanticus",75,149,"c(10000, 10000, 10000, 21620, 10670, 15700, 21780, 25550, 66000, 20352)",21167.2,"c(NA, 28, NA, 18, 31.6, 15.9, 26.5, 39, NA, 29, NA, NA, NA, NA)",26.85714286,"c(NA, 20, NA, 6, 11, 5, 9, NA, NA, NA, NA, NA, NA, NA)",10.2,"one clear seasonal peak per year","2.1 months","external","dioecism","c(""shelf"", ""shelf"", ""shelf"", NA, ""shelf"", ""shelf"", NA)",0,NA,NA,NA,905,"Orange roughy","Varela et. al 2012 Marine Biology 159:1049-1060","Australia","Albany",-36.08,113.41,NA,"","cytochrome c oxidase subunit I",46,"630",0.916,0.003538607,0.00411,5.16e-05,"mtdna101"
"902","Hoplostethus atlanticus",117,"Hoplostethus atlanticus",75,149,"c(10000, 10000, 10000, 21620, 10670, 15700, 21780, 25550, 66000, 20352)",21167.2,"c(NA, 28, NA, 18, 31.6, 15.9, 26.5, 39, NA, 29, NA, NA, NA, NA)",26.85714286,"c(NA, 20, NA, 6, 11, 5, 9, NA, NA, NA, NA, NA, NA, NA)",10.2,"one clear seasonal peak per year","2.1 months","external","dioecism","c(""shelf"", ""shelf"", ""shelf"", NA, ""shelf"", ""shelf"", NA)",0,NA,NA,NA,906,"Orange roughy","Varela et. al 2012 Marine Biology 159:1049-1060","Australia","North Tasmania",-40.49,152.09,NA,"","cytochrome c oxidase subunit I",25,"630",0.81,0.0112,0.00342,7e-05,"mtdna101"
"903","Hoplostethus atlanticus",117,"Hoplostethus atlanticus",75,149,"c(10000, 10000, 10000, 21620, 10670, 15700, 21780, 25550, 66000, 20352)",21167.2,"c(NA, 28, NA, 18, 31.6, 15.9, 26.5, 39, NA, 29, NA, NA, NA, NA)",26.85714286,"c(NA, 20, NA, 6, 11, 5, 9, NA, NA, NA, NA, NA, NA, NA)",10.2,"one clear seasonal peak per year","2.1 months","external","dioecism","c(""shelf"", ""shelf"", ""shelf"", NA, ""shelf"", ""shelf"", NA)",0,NA,NA,NA,907,"Orange roughy","Varela et. al 2012 Marine Biology 159:1049-1060","Chile","Juan Fernandez",-35.36,-82.22,NA,"","cytochrome c oxidase subunit I",52,"630",0.839,0.004853627,0.00403,4.99e-05,"mtdna101"
"904","Hoplostethus atlanticus",117,"Hoplostethus atlanticus",75,149,"c(10000, 10000, 10000, 21620, 10670, 15700, 21780, 25550, 66000, 20352)",21167.2,"c(NA, 28, NA, 18, 31.6, 15.9, 26.5, 39, NA, 29, NA, NA, NA, NA)",26.85714286,"c(NA, 20, NA, 6, 11, 5, 9, NA, NA, NA, NA, NA, NA, NA)",10.2,"one clear seasonal peak per year","2.1 months","external","dioecism","c(""shelf"", ""shelf"", ""shelf"", NA, ""shelf"", ""shelf"", NA)",0,NA,NA,NA,908,"Orange roughy","Varela et. al 2012 Marine Biology 159:1049-1060","Namibia","Namibia",-17.03,-2.24,NA,"","cytochrome c oxidase subunit I",45,"630",0.872,0.004770278,0.00413,5.66e-05,"mtdna101"
"905","Hoplostethus atlanticus",117,"Hoplostethus atlanticus",75,149,"c(10000, 10000, 10000, 21620, 10670, 15700, 21780, 25550, 66000, 20352)",21167.2,"c(NA, 28, NA, 18, 31.6, 15.9, 26.5, 39, NA, 29, NA, NA, NA, NA)",26.85714286,"c(NA, 20, NA, 6, 11, 5, 9, NA, NA, NA, NA, NA, NA, NA)",10.2,"one clear seasonal peak per year","2.1 months","external","dioecism","c(""shelf"", ""shelf"", ""shelf"", NA, ""shelf"", ""shelf"", NA)",0,NA,NA,NA,909,"Orange roughy","Varela et. al 2012 Marine Biology 159:1049-1060","New Zealand","Challenger Plateau",-40.7,169.6,NA,"","cytochrome c oxidase subunit I",30,"630",0.926,0.006207522,0.00494,9.31e-05,"mtdna101"
"906","Hoplostethus atlanticus",117,"Hoplostethus atlanticus",75,149,"c(10000, 10000, 10000, 21620, 10670, 15700, 21780, 25550, 66000, 20352)",21167.2,"c(NA, 28, NA, 18, 31.6, 15.9, 26.5, 39, NA, 29, NA, NA, NA, NA)",26.85714286,"c(NA, 20, NA, 6, 11, 5, 9, NA, NA, NA, NA, NA, NA, NA)",10.2,"one clear seasonal peak per year","2.1 months","external","dioecism","c(""shelf"", ""shelf"", ""shelf"", NA, ""shelf"", ""shelf"", NA)",0,NA,NA,NA,910,"Orange roughy","Varela et. al 2012 Marine Biology 159:1049-1060","New Zealand","Chatham Rise",-44.34,177.4,NA,"","cytochrome c oxidase subunit I",46,"630",0.926,0.003686049,0.00406,6.49e-05,"mtdna101"
"907","Hoplostethus atlanticus",117,"Hoplostethus atlanticus",75,149,"c(10000, 10000, 10000, 21620, 10670, 15700, 21780, 25550, 66000, 20352)",21167.2,"c(NA, 28, NA, 18, 31.6, 15.9, 26.5, 39, NA, 29, NA, NA, NA, NA)",26.85714286,"c(NA, 20, NA, 6, 11, 5, 9, NA, NA, NA, NA, NA, NA, NA)",10.2,"one clear seasonal peak per year","2.1 months","external","dioecism","c(""shelf"", ""shelf"", ""shelf"", NA, ""shelf"", ""shelf"", NA)",0,NA,NA,NA,911,"Orange roughy","Varela et. al 2012 Marine Biology 159:1049-1060","New Zealand","Lord Howe Rise",-32.2,163.79,NA,"","cytochrome c oxidase subunit I",40,"630",0.94,0.003636619,0.0042,6.96e-05,"mtdna101"
"908","Hoplostethus atlanticus",117,"Hoplostethus atlanticus",75,149,"c(10000, 10000, 10000, 21620, 10670, 15700, 21780, 25550, 66000, 20352)",21167.2,"c(NA, 28, NA, 18, 31.6, 15.9, 26.5, 39, NA, 29, NA, NA, NA, NA)",26.85714286,"c(NA, 20, NA, 6, 11, 5, 9, NA, NA, NA, NA, NA, NA, NA)",10.2,"one clear seasonal peak per year","2.1 months","external","dioecism","c(""shelf"", ""shelf"", ""shelf"", NA, ""shelf"", ""shelf"", NA)",0,NA,NA,NA,912,"Orange roughy","Varela et. al 2012 Marine Biology 159:1049-1060","New Zealand","Louisville Ridge",-31.3,-176.24,NA,"","cytochrome c oxidase subunit I",40,"630",0.933,0.003478505,0.00399,6.01e-05,"mtdna101"
"909","Hoplostethus atlanticus",117,"Hoplostethus atlanticus",75,149,"c(10000, 10000, 10000, 21620, 10670, 15700, 21780, 25550, 66000, 20352)",21167.2,"c(NA, 28, NA, 18, 31.6, 15.9, 26.5, 39, NA, 29, NA, NA, NA, NA)",26.85714286,"c(NA, 20, NA, 6, 11, 5, 9, NA, NA, NA, NA, NA, NA, NA)",10.2,"one clear seasonal peak per year","2.1 months","external","dioecism","c(""shelf"", ""shelf"", ""shelf"", NA, ""shelf"", ""shelf"", NA)",0,NA,NA,NA,913,"Orange roughy","Varela et. al 2012 Marine Biology 159:1049-1060","New Zealand","Northern New Zealand",-33.39,172.05,NA,"","cytochrome c oxidase subunit I",41,"630",0.926,0.004372865,0.0043,5.62e-05,"mtdna101"
"910","Hoplostethus atlanticus",117,"Hoplostethus atlanticus",75,149,"c(10000, 10000, 10000, 21620, 10670, 15700, 21780, 25550, 66000, 20352)",21167.2,"c(NA, 28, NA, 18, 31.6, 15.9, 26.5, 39, NA, 29, NA, NA, NA, NA)",26.85714286,"c(NA, 20, NA, 6, 11, 5, 9, NA, NA, NA, NA, NA, NA, NA)",10.2,"one clear seasonal peak per year","2.1 months","external","dioecism","c(""shelf"", ""shelf"", ""shelf"", NA, ""shelf"", ""shelf"", NA)",0,NA,NA,NA,914,"Orange roughy","Varela et. al 2012 Marine Biology 159:1049-1060","New Zealand","Puysegur",-46.5,164.8,NA,"","cytochrome c oxidase subunit I",48,"630",0.89,0.004330127,0.00408,5.77e-05,"mtdna101"
"911","Hoplostethus atlanticus",117,"Hoplostethus atlanticus",75,149,"c(10000, 10000, 10000, 21620, 10670, 15700, 21780, 25550, 66000, 20352)",21167.2,"c(NA, 28, NA, 18, 31.6, 15.9, 26.5, 39, NA, 29, NA, NA, NA, NA)",26.85714286,"c(NA, 20, NA, 6, 11, 5, 9, NA, NA, NA, NA, NA, NA, NA)",10.2,"one clear seasonal peak per year","2.1 months","external","dioecism","c(""shelf"", ""shelf"", ""shelf"", NA, ""shelf"", ""shelf"", NA)",0,NA,NA,NA,915,"Orange roughy","Varela et. al 2012 Marine Biology 159:1049-1060","New Zealand","Ritchie Bank",-39.58,178.77,NA,"","cytochrome c oxidase subunit I",40,"630",0.931,0.004110961,0.00466,6.17e-05,"mtdna101"
"912","Hoplostethus atlanticus",117,"Hoplostethus atlanticus",75,149,"c(10000, 10000, 10000, 21620, 10670, 15700, 21780, 25550, 66000, 20352)",21167.2,"c(NA, 28, NA, 18, 31.6, 15.9, 26.5, 39, NA, 29, NA, NA, NA, NA)",26.85714286,"c(NA, 20, NA, 6, 11, 5, 9, NA, NA, NA, NA, NA, NA, NA)",10.2,"one clear seasonal peak per year","2.1 months","external","dioecism","c(""shelf"", ""shelf"", ""shelf"", NA, ""shelf"", ""shelf"", NA)",0,NA,NA,NA,916,"Orange roughy","Varela et. al 2012 Marine Biology 159:1049-1060","Northeast Atlantic","Porcupine Bank",49.5,-17.3,NA,"","cytochrome c oxidase subunit I",51,"630",0.831,0.005321064,0.00466,6.02e-05,"mtdna101"
"913","Hoplostethus atlanticus",117,"Hoplostethus atlanticus",75,149,"c(10000, 10000, 10000, 21620, 10670, 15700, 21780, 25550, 66000, 20352)",21167.2,"c(NA, 28, NA, 18, 31.6, 15.9, 26.5, 39, NA, 29, NA, NA, NA, NA)",26.85714286,"c(NA, 20, NA, 6, 11, 5, 9, NA, NA, NA, NA, NA, NA, NA)",10.2,"one clear seasonal peak per year","2.1 months","external","dioecism","c(""shelf"", ""shelf"", ""shelf"", NA, ""shelf"", ""shelf"", NA)",0,NA,NA,NA,917,"Orange roughy","Varela et. al 2012 Marine Biology 159:1049-1060","Northeast Atlantic","Sedlo",42.8,-21.7,NA,"","cytochrome c oxidase subunit I",42,"630",0.837,0.006017831,0.00445,7.56e-05,"mtdna101"
"914","Hyperoglyphe antarctica",118,"Hyperoglyphe antarctica",140,15,NA,NA,"c(61, 62)",61.5,"c(5, 6)",5.5,NA,NA,NA,"dioecism","c(NA, NA, NA, NA)",0,NA,NA,NA,918,"Bluenose warehou","Robinson et. al 2008 Marine and Freshwater Research 59:502-514","Australia","ETas",-43,148,NA,"","control region",37,"208",0.857,NA,0.018,NA,"mtdna101"
"915","Hyperoglyphe antarctica",118,"Hyperoglyphe antarctica",140,15,NA,NA,"c(61, 62)",61.5,"c(5, 6)",5.5,NA,NA,NA,"dioecism","c(NA, NA, NA, NA)",0,NA,NA,NA,919,"Bluenose warehou","Robinson et. al 2008 Marine and Freshwater Research 59:502-514","Australia","EVic",-37,150,NA,"","control region",45,"208",0.921,NA,0.02,NA,"mtdna101"
"916","Hyperoglyphe antarctica",118,"Hyperoglyphe antarctica",140,15,NA,NA,"c(61, 62)",61.5,"c(5, 6)",5.5,NA,NA,NA,"dioecism","c(NA, NA, NA, NA)",0,NA,NA,NA,920,"Bluenose warehou","Robinson et. al 2008 Marine and Freshwater Research 59:502-514","Australia","NSW",-35,152,NA,"","control region",27,"208",0.821,NA,0.015,NA,"mtdna101"
"917","Hyperoglyphe antarctica",118,"Hyperoglyphe antarctica",140,15,NA,NA,"c(61, 62)",61.5,"c(5, 6)",5.5,NA,NA,NA,"dioecism","c(NA, NA, NA, NA)",0,NA,NA,NA,921,"Bluenose warehou","Robinson et. al 2008 Marine and Freshwater Research 59:502-514","Australia","SA",-37,138,NA,"","control region",41,"208",0.911,NA,0.02,NA,"mtdna101"
"918","Hyperoglyphe antarctica",118,"Hyperoglyphe antarctica",140,15,NA,NA,"c(61, 62)",61.5,"c(5, 6)",5.5,NA,NA,NA,"dioecism","c(NA, NA, NA, NA)",0,NA,NA,NA,922,"Bluenose warehou","Robinson et. al 2008 Marine and Freshwater Research 59:502-514","Australia","STas",-44,146,NA,"","control region",38,"208",0.903,NA,0.017,NA,"mtdna101"
"919","Hyperoglyphe antarctica",118,"Hyperoglyphe antarctica",140,15,NA,NA,"c(61, 62)",61.5,"c(5, 6)",5.5,NA,NA,NA,"dioecism","c(NA, NA, NA, NA)",0,NA,NA,NA,923,"Bluenose warehou","Robinson et. al 2008 Marine and Freshwater Research 59:502-514","Australia","WTas",-42,144,NA,"","control region",44,"208",0.85,NA,0.014,NA,"mtdna101"
"920","Hyperoglyphe antarctica",118,"Hyperoglyphe antarctica",140,15,NA,NA,"c(61, 62)",61.5,"c(5, 6)",5.5,NA,NA,NA,"dioecism","c(NA, NA, NA, NA)",0,NA,NA,NA,924,"Bluenose warehou","Robinson et. al 2008 Marine and Freshwater Research 59:502-514","Australia","WVic",-39,142,NA,"","control region",9,"208",0.917,NA,0.025,NA,"mtdna101"
"921","Hyperoglyphe antarctica",118,"Hyperoglyphe antarctica",140,15,NA,NA,"c(61, 62)",61.5,"c(5, 6)",5.5,NA,NA,NA,"dioecism","c(NA, NA, NA, NA)",0,NA,NA,NA,925,"Bluenose warehou","Robinson et. al 2008 Marine and Freshwater Research 59:502-514","New Zealand","ECDW",-33,163,"BNSNZ","","control region",39,"208",0.877,NA,0.019,NA,"mtdna101"
