"","spp","X","CommonName","Source","Country","Site","lat","lon","stockid","CollectionYear","MarkerName","n","bp","He","Hese","Pi","Pise","file","maxlength","fecundity_mean","fertilization","reproductionmode"
"1100","Menidia menidia",1135,"Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Silver Beach, VA",37.29,-75.57,NA,"2005.5","D-loop",33,"340",0.54,NA,0.002,NA,"mtdna101",15,179,"external","dioecism"
"1101","Menidia menidia",1136,"Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","St. Andrews, NB",45.05,-67.04,NA,"2005.5","D-loop",39,"340",0.31,NA,0.001,NA,"mtdna101",15,179,"external","dioecism"
"1102","Menidia menidia",1137,"Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","St. Augustine Beach, FL",29.41,-81.15,NA,"2005","D-loop",19,"340",0.6,NA,0.003,NA,"mtdna101",15,179,"external","dioecism"
"1103","Menidia menidia",1138,"Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","St. John, NB",45.13,-66.08,NA,"2006","D-loop",19,"340",0.11,NA,0.001,NA,"mtdna101",15,179,"external","dioecism"
"1104","Menidia menidia",1139,"Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Tuckerton, NJ",39.24,-74.2,NA,"2005.5","D-loop",25,"340",0.64,NA,0.004,NA,"mtdna101",15,179,"external","dioecism"
"1105","Menidia menidia",1140,"Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Tybee Island, GA",32,-80.57,NA,"2005.5","D-loop",39,"340",0.76,NA,0.004,NA,"mtdna101",15,179,"external","dioecism"
"1106","Menidia menidia",1141,"Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Waquoit Bay, MA",41.35,-70.31,NA,"2005.5","D-loop",36,"340",0.5,NA,0.002,NA,"mtdna101",15,179,"external","dioecism"
"1107","Menticirrhus americanus",1142,"Southern kingroaker","Freitas et al. 2017 Fisheries Research 191:87-94","Brazil","Bahia",-13.37118,-38.87249,NA,"","control region",26,"801",0.985,NA,0.0079,NA,"mtdna102",50,47227.5,"external","dioecism"
"1108","Menticirrhus americanus",1143,"Southern kingroaker","Freitas et al. 2017 Fisheries Research 191:87-94","Brazil","Par·",-0.82902,-46.60465,NA,"","control region",20,"801",0.995,NA,0.0079,NA,"mtdna102",50,47227.5,"external","dioecism"
"1109","Menticirrhus americanus",1144,"Southern kingroaker","Freitas et al. 2017 Fisheries Research 191:87-94","Brazil","ParaÌba",-6.88774,-34.86246,NA,"","control region",24,"801",0.993,NA,0.0067,NA,"mtdna102",50,47227.5,"external","dioecism"
"1110","Menticirrhus americanus",1145,"Southern kingroaker","Freitas et al. 2017 Fisheries Research 191:87-94","Brazil","PiauÌ",-2.83758,-41.68686,NA,"","control region",18,"801",0.993,NA,0.0081,NA,"mtdna102",50,47227.5,"external","dioecism"
"1111","Menticirrhus americanus",1146,"Southern kingroaker","Freitas et al. 2017 Fisheries Research 191:87-94","Brazil","Santa Catarina",-20.29703,-40.28698,NA,"","control region",30,"801",0.405,NA,0.001,NA,"mtdna102",50,47227.5,"external","dioecism"
"1112","Merlangius merlangus",1147,"Whiting","Eiriksson & ¡rnason 2014 Environ. Biol. Fish 97:103-110","Iceland","Iceland",64.65,-23.0666666666667,NA,"2004","cytochrome c oxidase subunit I",30,"621",0.58,0.08,0.0012,0.001,"mtdna102",91.5,211171.6,"external","dioecism"
"1113","Merlangius merlangus",1148,"Whiting","Eiriksson & ¡rnason 2014 Environ. Biol. Fish 97:103-110","Norway","Norway",70.1,21.7166666666667,NA,"1992","cytochrome c oxidase subunit I",78,"621",0.6,0.05,0.0013,0.0011,"mtdna102",91.5,211171.6,"external","dioecism"
"1114","Merluccius albidus",1149,"Offshore silver hake","Machado-Schiaffino et al. 2010 Molecular Phylogenetics and Evolution 55:552-558","USA","Ma-C",37.5,-74,NA,"2003","control region",28,"900",0.548,0.114,0.0669,NA,"mtdna101",40.6,340000,"external","dioecism"
"1115","Merluccius albidus",1150,"Offshore silver hake","Machado-Schiaffino et al. 2010 Molecular Phylogenetics and Evolution 55:552-558","USA","Ma-N",40,-70,NA,"2003","control region",27,"900",0.655,0.105,0.0798,NA,"mtdna101",40.6,340000,"external","dioecism"
"1116","Merluccius albidus",1151,"Offshore silver hake","Machado-Schiaffino et al. 2010 Molecular Phylogenetics and Evolution 55:552-558","USA","Ma-S",35.5,-74.5,NA,"2003","control region",35,"900",0.694,0.081,0.0793,NA,"mtdna101",40.6,340000,"external","dioecism"
"1117","Merluccius bilinearis",1152,"Silver hake","Machado-Schiaffino et al. 2010 Molecular Phylogenetics and Evolution 55:552-558","USA","Mb-CN",41,-69,"SHAKEGOMNGB","2003","control region",117,"900",0.827,0.022,0.0044,NA,"mtdna101",76,7e+05,"external","dioecism"
"1118","Merluccius bilinearis",1153,"Silver hake","Machado-Schiaffino et al. 2010 Molecular Phylogenetics and Evolution 55:552-558","USA","Mb-CS",39.5,-72,"SHAKESGBMATL","2003","control region",32,"900",0.699,0.055,0.0029,NA,"mtdna101",76,7e+05,"external","dioecism"
"1119","Merluccius bilinearis",1154,"Silver hake","Machado-Schiaffino et al. 2010 Molecular Phylogenetics and Evolution 55:552-558","USA","Mb-N",43,-66.5,"SHAKEGOMNGB","2003","control region",29,"900",0.855,0.051,0.0047,NA,"mtdna101",76,7e+05,"external","dioecism"
"1120","Merluccius bilinearis",1155,"Silver hake","Machado-Schiaffino et al. 2010 Molecular Phylogenetics and Evolution 55:552-558","USA","Mb-S",37.5,-74,"SHAKESGBMATL","2003","control region",30,"900",0.637,0.054,0.0024,NA,"mtdna101",76,7e+05,"external","dioecism"
"1121","Merluccius capensis",1156,"Shallow-water Cape hake","von der Heyden Lipinski Matthee 2007","Namibia","Namibia",-27.5,14.809363,"CHAKESA","2005","control region",74,"414",0.87,NA,0.0057,NA,"mtdna101",140,NA,"external","dioecism"
"1122","Merluccius capensis",1157,"Shallow-water Cape hake","von der Heyden Lipinski Matthee 2007","South Africa","SA1",-30,16.523231,"CHAKESA","2005","control region",157,"414",0.88,NA,0.006,NA,"mtdna101",140,NA,"external","dioecism"
"1123","Merluccius capensis",1158,"Shallow-water Cape hake","von der Heyden Lipinski Matthee 2007","South Africa","SA2",-33.5,17.621864,"CHAKESA","2005","control region",81,"414",0.85,NA,0.0053,NA,"mtdna101",140,NA,"external","dioecism"
"1124","Merluccius paradoxus",1159,"Deep-water Cape hake","von der Heyden Lipinski Matthee 2007","Namibia","Namibia",-28,15.018104,"DEEPCHAKESA","2005","control region",56,"414",0.57,NA,0.0015,NA,"mtdna101",115,NA,NA,NA
"1125","Merluccius paradoxus",1160,"Deep-water Cape hake","von der Heyden Lipinski Matthee 2007","South Africa","SA2B",-33.5,17.731727,"DEEPCHAKESA","2005","control region",143,"414",0.52,NA,0.0013,NA,"mtdna101",115,NA,NA,NA
"1126","Merluccius paradoxus",1161,"Deep-water Cape hake","von der Heyden Lipinski Matthee 2007","South Africa ","SA1B",-30,16.31449,"DEEPCHAKESA","2005","control region",134,"414",0.44,NA,0.0011,NA,"mtdna101",115,NA,NA,NA
"1127","Micropogonias furnieri",1162,"Whitemouth croaker","Pereira et. al 2009 Journal of Fish Biology 75:321-331","Argentina","Bahia Blanca",-39.05,-61.8,NA,"","control region",27,"750",0.558,NA,0.0024,NA,"mtdna101",60,1800000,"external","dioecism"
"1128","Micropogonias furnieri",1163,"Whitemouth croaker","Pereira et. al 2009 Journal of Fish Biology 75:321-331","Brazil","Atlantic Ocean",-33.6,-53.06,NA,"","control region",27,"750",0.986,NA,0.0078,NA,"mtdna101",60,1800000,"external","dioecism"
"1129","Micropogonias furnieri",1164,"Whitemouth croaker","Pereira et. al 2009 Journal of Fish Biology 75:321-331","Urugauy","Rio de la Plata",-34.7,-57.08,NA,"","control region",26,"750",0.455,NA,0.0036,NA,"mtdna101",60,1800000,"external","dioecism"
"1130","Micropogonias undulatus",1165,"Atlantic croaker","Anderson, O'Leary & Cooper 2019 Marine and Coastal Fisheries: Dynamics, Management and Ecosystem Science 11:3-16","USA","Apalachicola",29.719077,-84.968155,NA,"2016","control region",36,"424",0.983,NA,0.016,NA,"mtdna102",55,NA,NA,NA
"1131","Micropogonias undulatus",1166,"Atlantic croaker","Anderson, O'Leary & Cooper 2019 Marine and Coastal Fisheries: Dynamics, Management and Ecosystem Science 11:3-16","USA","Bay St. Louis",30.30666,-89.311634,NA,"2016","control region",35,"424",0.966,NA,0.013,NA,"mtdna102",55,NA,NA,NA
"1132","Micropogonias undulatus",1167,"Atlantic croaker","Anderson, O'Leary & Cooper 2019 Marine and Coastal Fisheries: Dynamics, Management and Ecosystem Science 11:3-16","USA","Cedar Lakes",28.827367,-95.528208,NA,"2016","control region",66,"424",0.976,NA,0.015,NA,"mtdna102",55,NA,NA,NA
"1133","Micropogonias undulatus",1168,"Atlantic croaker","Anderson, O'Leary & Cooper 2019 Marine and Coastal Fisheries: Dynamics, Management and Ecosystem Science 11:3-16","USA","Jacksonville",30.403458,-81.38047,NA,"2016","control region",30,"424",0.926,NA,0.012,NA,"mtdna102",55,NA,NA,NA
"1134","Micropogonias undulatus",1169,"Atlantic croaker","Anderson, O'Leary & Cooper 2019 Marine and Coastal Fisheries: Dynamics, Management and Ecosystem Science 11:3-16","USA","Laguna Madre",26.726098,-97.43534,NA,"2016","control region",63,"424",0.97,NA,0.012,NA,"mtdna102",55,NA,NA,NA
"1135","Micropogonias undulatus",1170,"Atlantic croaker","Anderson, O'Leary & Cooper 2019 Marine and Coastal Fisheries: Dynamics, Management and Ecosystem Science 11:3-16","USA","Sabine Lake",29.913284,-93.845511,NA,"2016","control region",45,"424",0.972,NA,0.013,NA,"mtdna102",55,NA,NA,NA
"1136","Microstomus pacificus",1171,"Dover sole","Stepien 1999","USA","Cape Mendocino, Northern California",40,-124,"DSOLEPCOAST","","control region",19,"471",0.98,NA,0.011,NA,"mtdna101",76,53249.33333,"external","dioecism"
"1137","Microstomus pacificus",1172,"Dover sole","Stepien 1999","USA","Seward, Bering Sea, Alaska",58.573926,-149.248033,"DSOLEGA","","control region",17,"471",1,NA,0.015,NA,"mtdna101",76,53249.33333,"external","dioecism"
"1138","Miichthys miiuy",1173,"Mi-iuy croaker","Cheng et al. 2011 Biochemical Systematics and Ecology 39:718-724","East China Sea","Ruian ",27.1,120.066666666667,NA,"","control region",14,"369",1,NA,0.00906,NA,"mtdna101",70,NA,"external","dioecism"
"1139","Miichthys miiuy",1174,"Mi-iuy croaker","Cheng et al. 2011 Biochemical Systematics and Ecology 39:718-724","East China Sea","Wenling",28.05,121.068055555556,NA,"","control region",12,"369",1,NA,0.00819,NA,"mtdna101",70,NA,"external","dioecism"
"1140","Miichthys miiuy",1175,"Mi-iuy croaker","Cheng et al. 2011 Biochemical Systematics and Ecology 39:718-724","East China Sea","Wenzhou",28,121,NA,"","control region",13,"369",0.98718,NA,0.01004,NA,"mtdna101",70,NA,"external","dioecism"
"1141","Miichthys miiuy",1176,"Mi-iuy croaker","Cheng et al. 2011 Biochemical Systematics and Ecology 39:718-724","East China Sea","Xiangshan",29.05,122.018055555556,NA,"","control region",11,"369",1,NA,0.01413,NA,"mtdna101",70,NA,"external","dioecism"
"1142","Miichthys miiuy",1177,"Mi-iuy croaker","Cheng et al. 2011 Biochemical Systematics and Ecology 39:718-724","East China Sea","Yueqing",28.0166666666667,121.033333333333,NA,"","control region",12,"369",1,NA,0.00952,NA,"mtdna101",70,NA,"external","dioecism"
"1143","Miichthys miiuy",1178,"Mi-iuy croaker","Cheng et al. 2011 Biochemical Systematics and Ecology 39:718-724","East China Sea","Zhoushan",30,122.05,NA,"","control region",14,"369",0.87912,NA,0.00882,NA,"mtdna101",70,NA,"external","dioecism"
"1144","Miichthys miiuy",1179,"Mi-iuy croaker","Xu et al. 2014 Biochemical Systematics and Ecology 54:240-246","China","Chongming",31.508755,122.056126,NA,"","cytochrome c oxidase subunit I",30,"599",0.602,0.01899,0.00218,0.00093,"mtdna102",70,NA,"external","dioecism"
"1145","Miichthys miiuy",1180,"Mi-iuy croaker","Xu et al. 2014 Biochemical Systematics and Ecology 54:240-246","China","Ningde",26.636358,119.58223,NA,"","cytochrome c oxidase subunit I",19,"599",0.673,0.0273,0.00195,0.00076,"mtdna102",70,NA,"external","dioecism"
"1146","Miichthys miiuy",1181,"Mi-iuy croaker","Xu et al. 2014 Biochemical Systematics and Ecology 54:240-246","China","Qingdao",36.040304,120.318091,NA,"","cytochrome c oxidase subunit I",30,"599",0.867,0.01077,0.00425,0.0017,"mtdna102",70,NA,"external","dioecism"
"1147","Miichthys miiuy",1182,"Mi-iuy croaker","Xu et al. 2014 Biochemical Systematics and Ecology 54:240-246","China","Zhoushan",29.967071,122.199894,NA,"","cytochrome c oxidase subunit I",30,"599",0.749,0.01534,0.00238,0.00122,"mtdna102",70,NA,"external","dioecism"
"1148","Mulloidichthys flavolineatus",1183,"Yellowstripe goatfish","Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413","Cook Islands","Rarotonga",-21.23,-159.78,NA,"","cytb",10,"715",0.96,NA,0.004,NA,"mtdna102",43,NA,"external","dioecism"
"1149","Mulloidichthys flavolineatus",1184,"Yellowstripe goatfish","Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413","Djibouti","Djibouti",11.75,43.21,NA,"","cytb",6,"715",0.87,NA,0.005,NA,"mtdna102",43,NA,"external","dioecism"
"1150","Mulloidichthys flavolineatus",1185,"Yellowstripe goatfish","Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413","French Polynesia","Mo'orea",-17.53,-149.83,NA,"","cytb",4,"715",1,NA,0.007,NA,"mtdna102",43,NA,"external","dioecism"
"1151","Mulloidichthys flavolineatus",1186,"Yellowstripe goatfish","Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413","Israel","Gulf of Aqaba/Eilat",29.508262,34.972604,NA,"","cytb",10,"715",0.87,NA,0.004,NA,"mtdna102",43,NA,"external","dioecism"
"1152","Mulloidichthys flavolineatus",1187,"Yellowstripe goatfish","Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413","Japan","Yoron",27.05,128.43,NA,"","cytb",16,"715",0.68,NA,0.002,NA,"mtdna102",43,NA,"external","dioecism"
"1153","Mulloidichthys flavolineatus",1188,"Yellowstripe goatfish","Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413","Madagascar","Madagascar",-25.32,46.17,NA,"","cytb",17,"715",0.88,NA,0.006,NA,"mtdna102",43,NA,"external","dioecism"
"1154","Mulloidichthys flavolineatus",1189,"Yellowstripe goatfish","Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413","Saudi Arabia","Farasan Banks",16.75,41.49,NA,"","cytb",5,"715",1,NA,0.004,NA,"mtdna102",43,NA,"external","dioecism"
"1155","Mulloidichthys flavolineatus",1190,"Yellowstripe goatfish","Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413","Saudi Arabia","Jeddah",21.49,39.11,NA,"","cytb",23,"715",0.83,NA,0.005,NA,"mtdna102",43,NA,"external","dioecism"
"1156","Mulloidichthys flavolineatus",1191,"Yellowstripe goatfish","Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413","Saudi Arabia","Thuwal",22.33,38.85,NA,"","cytb",5,"715",0.9,NA,0.005,NA,"mtdna102",43,NA,"external","dioecism"
"1157","Mulloidichthys flavolineatus",1192,"Yellowstripe goatfish","Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413","Seychelles","MahÈ",-4.68,55.48,NA,"","cytb",4,"715",0.67,NA,0.001,NA,"mtdna102",43,NA,"external","dioecism"
"1158","Mulloidichthys flavolineatus",1193,"Yellowstripe goatfish","Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413","Sudan","Sudan",21.02,37.13,NA,"","cytb",10,"715",0.76,NA,0.005,NA,"mtdna102",43,NA,"external","dioecism"
"1159","Mulloidichthys flavolineatus",1194,"Yellowstripe goatfish","Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413","USA","Big Island",19.71,-155.45,NA,"","cytb",44,"715",0.52,NA,0.002,NA,"mtdna102",43,NA,"external","dioecism"
"1160","Mulloidichthys flavolineatus",1195,"Yellowstripe goatfish","Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413","USA","Johnston Atoll",16.73,-169.53,NA,"","cytb",21,"715",0.68,NA,0.003,NA,"mtdna102",43,NA,"external","dioecism"
"1161","Mulloidichthys flavolineatus",1196,"Yellowstripe goatfish","Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413","USA","Palmyra",5.87,-162.08,NA,"","cytb",34,"715",0.83,NA,0.002,NA,"mtdna102",43,NA,"external","dioecism"
"1162","Mustelus asterias",1198,"Starry smooth-hound","Vella, Vella & Schembri (2017) Marine Genomics 36:17-23","","Malta",35.951019,14.361835,NA,"2003-2017","cytochrome c oxidase subunit I",8,"610",0.571,0.095,9e-04,9e-04,"mtdna103",140,7,"internal (oviduct)","dioecism"
"1163","Mustelus mustelus",1199,"Smooth-hound","Vella, Vella & Schembri (2017) Marine Genomics 36:17-23","","Malta",35.951019,14.361835,NA,"2003-2017","cytochrome c oxidase subunit I",11,"610",0.346,0.172,9e-04,9e-04,"mtdna103",200,4,"internal (oviduct)","dioecism"
"1164","Mustelus mustelus",1200,"Smooth-hound","Vella, Vella & Schembri (2017) Marine Genomics 36:17-23","","Malta",35.951019,14.361835,NA,"2003-2017","ND2",11,"990",0.182,0.144,2e-04,3e-04,"mtdna103",200,4,"internal (oviduct)","dioecism"
"1165","Myripristis berndti",1203,"Blotcheye soldierfish","Craig et al. 2007","Central West Pacific","Canton Island",-2.8,-171.550505,NA,"","cytb",7,"644",0.952,NA,0.003,NA,"mtdna101",30,NA,"external","dioecism"
"1166","Myripristis berndti",1204,"Blotcheye soldierfish","Craig et al. 2007","Central West Pacific","Kiribati",1.82,-157.096621,NA,"","cytb",12,"644",0.53,NA,0.003,NA,"mtdna101",30,NA,"external","dioecism"
"1167","Myripristis berndti",1205,"Blotcheye soldierfish","Craig et al. 2007","Central West Pacific","Lizard Island",-14.65,145.410793,NA,"","cytb",9,"644",0.722,NA,0.003,NA,"mtdna101",30,NA,"external","dioecism"
"1168","Myripristis berndti",1206,"Blotcheye soldierfish","Craig et al. 2007","Central West Pacific","Marquesas",-9.45,-139.05401,NA,"","cytb",18,"644",0.634,NA,0.001,NA,"mtdna101",30,NA,"external","dioecism"
"1169","Myripristis berndti",1207,"Blotcheye soldierfish","Craig et al. 2007","Central West Pacific","Moorea",-17.5,-149.978141,NA,"","cytb",18,"644",0.686,NA,0.003,NA,"mtdna101",30,NA,"external","dioecism"
"1170","Myripristis berndti",1208,"Blotcheye soldierfish","Craig et al. 2007","East Pacific","Clipperton",10.3,-109.249751,NA,"","cytb",15,"644",0.533,NA,0.004,NA,"mtdna101",30,NA,"external","dioecism"
"1171","Myripristis berndti",1209,"Blotcheye soldierfish","Craig et al. 2007","East Pacific","Panama",7.69,-82.636009,NA,"","cytb",19,"644",0.626,NA,0.004,NA,"mtdna101",30,NA,"external","dioecism"
"1172","Myripristis berndti",1210,"Blotcheye soldierfish","Craig et al. 2007","Hawaii","French Frigate Shoals",23.75,-166.178168,NA,"","cytb",31,"644",0.624,NA,0.002,NA,"mtdna101",30,NA,"external","dioecism"
"1173","Myripristis berndti",1211,"Blotcheye soldierfish","Craig et al. 2007","Hawaii","Hawaii",19.93,-156.296867,NA,"","cytb",31,"644",0.416,NA,0.001,NA,"mtdna101",30,NA,"external","dioecism"
"1174","Myripristis berndti",1212,"Blotcheye soldierfish","Craig et al. 2007","Hawaii","Kure",28.39,-178.336444,NA,"","cytb",16,"644",0.7,NA,0.003,NA,"mtdna101",30,NA,"external","dioecism"
"1175","Myripristis berndti",1213,"Blotcheye soldierfish","Craig et al. 2007","Hawaii","Lanai",20.82,-157.142693,NA,"","cytb",13,"644",0.423,NA,0.001,NA,"mtdna101",30,NA,"external","dioecism"
"1176","Myripristis berndti",1214,"Blotcheye soldierfish","Craig et al. 2007","Hawaii","Midway",28.22,-177.507787,NA,"","cytb",22,"644",0.597,NA,0.003,NA,"mtdna101",30,NA,"external","dioecism"
"1177","Myripristis berndti",1215,"Blotcheye soldierfish","Craig et al. 2007","Hawaii","Molokai",21.13,-157.47715,NA,"","cytb",18,"644",0.484,NA,0.002,NA,"mtdna101",30,NA,"external","dioecism"
"1178","Myripristis berndti",1216,"Blotcheye soldierfish","Craig et al. 2007","Hawaii","Niihau",21.87,-160.341981,NA,"","cytb",8,"644",0.643,NA,0.001,NA,"mtdna101",30,NA,"external","dioecism"
"1179","Myripristis berndti",1217,"Blotcheye soldierfish","Craig et al. 2007","Hawaii","Pearl & Hermes",27.84,-175.80274,NA,"","cytb",5,"644",0.6,NA,0.004,NA,"mtdna101",30,NA,"external","dioecism"
"1180","Myripristis berndti",1218,"Blotcheye soldierfish","Craig et al. 2007","Indian Ocean","Cocos-Keeling",-12.1,96.769297,NA,"","cytb",5,"644",0.7,NA,0.002,NA,"mtdna101",30,NA,"external","dioecism"
"1181","Myripristis berndti",1219,"Blotcheye soldierfish","Craig et al. 2007","Indian Ocean","Seychelles",-4.68,55.291537,NA,"","cytb",15,"644",0.829,NA,0.004,NA,"mtdna101",30,NA,"external","dioecism"
"1182","Myripristis berndti",1220,"Blotcheye soldierfish","Craig et al. 2007","West Pacific","Akajima",38.39,141.518794,NA,"","cytb",6,"644",0.8,NA,0.004,NA,"mtdna101",30,NA,"external","dioecism"
"1183","Myripristis berndti",1221,"Blotcheye soldierfish","Craig et al. 2007","West Pacific","Okinawa",26.34,128.225279,NA,"","cytb",7,"644",0.286,NA,0.002,NA,"mtdna101",30,NA,"external","dioecism"
"1184","Myripristis berndti",1222,"Blotcheye soldierfish","Muths et al. 2011 Marine Ecology Progress Series 443: 167-180","Southwestwern Indian Ocean","Europa ",-22.167813,40.365264,NA,"","cytb",45,"771",0.817,NA,0.0031,NA,"mtdna101",30,NA,"external","dioecism"
"1185","Myripristis berndti",1223,"Blotcheye soldierfish","Muths et al. 2011 Marine Ecology Progress Series 443: 167-180","Southwestwern Indian Ocean","Geyser ",-13.119451,45.656996,NA,"","cytb",31,"771",0.869,NA,0.0042,NA,"mtdna101",30,NA,"external","dioecism"
"1186","Myripristis berndti",1224,"Blotcheye soldierfish","Muths et al. 2011 Marine Ecology Progress Series 443: 167-180","Southwestwern Indian Ocean","Glorieuses ",-12.212411,46.54919,NA,"","cytb",46,"771",0.892,NA,0.0032,NA,"mtdna101",30,NA,"external","dioecism"
"1187","Myripristis berndti",1225,"Blotcheye soldierfish","Muths et al. 2011 Marine Ecology Progress Series 443: 167-180","Southwestwern Indian Ocean","Juan de Nova ",-16.936367,42.833112,NA,"","cytb",37,"771",0.907,NA,0.0036,NA,"mtdna101",30,NA,"external","dioecism"
"1188","Myripristis berndti",1226,"Blotcheye soldierfish","Muths et al. 2011 Marine Ecology Progress Series 443: 167-180","Southwestwern Indian Ocean","Kenya",-3.306071,40.516287,NA,"","cytb",11,"771",0.933,NA,0.0045,NA,"mtdna101",30,NA,"external","dioecism"
"1189","Myripristis berndti",1227,"Blotcheye soldierfish","Muths et al. 2011 Marine Ecology Progress Series 443: 167-180","Southwestwern Indian Ocean","Madagascar",-17.113171,50.133192,NA,"","cytb",21,"771",0.709,NA,0.0027,NA,"mtdna101",30,NA,"external","dioecism"
"1190","Myripristis berndti",1228,"Blotcheye soldierfish","Muths et al. 2011 Marine Ecology Progress Series 443: 167-180","Southwestwern Indian Ocean","Mayotte ",-12.444792,44.926579,NA,"","cytb",46,"771",0.886,NA,0.0036,NA,"mtdna101",30,NA,"external","dioecism"
"1191","Myripristis berndti",1229,"Blotcheye soldierfish","Muths et al. 2011 Marine Ecology Progress Series 443: 167-180","Southwestwern Indian Ocean","Moheli ",-12.416251,43.765684,NA,"","cytb",18,"771",0.817,NA,0.003,NA,"mtdna101",30,NA,"external","dioecism"
"1192","Myripristis berndti",1230,"Blotcheye soldierfish","Muths et al. 2011 Marine Ecology Progress Series 443: 167-180","Southwestwern Indian Ocean","Moroni ",-12.078651,43.171645,NA,"","cytb",44,"771",0.861,NA,0.0039,NA,"mtdna101",30,NA,"external","dioecism"
"1193","Myripristis berndti",1231,"Blotcheye soldierfish","Muths et al. 2011 Marine Ecology Progress Series 443: 167-180","Southwestwern Indian Ocean","Reunion ",-20.699116,54.897288,NA,"","cytb",44,"771",0.864,NA,0.0028,NA,"mtdna101",30,NA,"external","dioecism"
"1194","Myripristis jacobus",1232,"Blackbar soldierfish","Bowen et al. 2006 Marine Biology 149:899-913","Brazil","Brazil",-9.406,-33.756674,NA,"1990-1997","cytb",10,"744",0.378,NA,0.001,NA,"mtdna101",25,NA,"external","dioecism"
"1195","Myripristis jacobus",1233,"Blackbar soldierfish","Bowen et al. 2006 Marine Biology 149:899-913","Britain","Ascension",-7.929,-14.197362,NA,"1990-1997","cytb",13,"744",0.615,NA,0.002,NA,"mtdna101",25,NA,"external","dioecism"
"1196","Myripristis jacobus",1234,"Blackbar soldierfish","Bowen et al. 2006 Marine Biology 149:899-913","Grenada","Grenada",12.297,-61.775228,NA,"1990-1997","cytb",16,"744",0.892,NA,0.004,NA,"mtdna101",25,NA,"external","dioecism"
"1197","Myripristis jacobus",1235,"Blackbar soldierfish","Bowen et al. 2006 Marine Biology 149:899-913","Sao Tome and Principe","Sao Tome",0.324,6.860847,NA,"1990-1997","cytb",20,"744",0.758,NA,0.003,NA,"mtdna101",25,NA,"external","dioecism"
"1198","Myripristis jacobus",1236,"Blackbar soldierfish","Bowen et al. 2006 Marine Biology 149:899-913","USA","Florida",25.086,-81.841437,NA,"1990-1997","cytb",10,"744",0.978,NA,0.004,NA,"mtdna101",25,NA,"external","dioecism"
"1199","Naso unicornis",1237,"Bluespine unicornfish","Horne et al. 2013 Journal of Heredity 104:532-546","USA","Asan",13.476482,144.7136,NA,"2008","control region",56,"250",1,NA,0.0857,NA,"mtdna102",70,NA,"external","dioecism"
"1200","Naso unicornis",1238,"Bluespine unicornfish","Horne et al. 2013 Journal of Heredity 104:532-546","USA","Cocos",13.239967,144.652838,NA,"2008","control region",20,"250",1,NA,0.0841,NA,"mtdna102",70,NA,"external","dioecism"
"1201","Naso unicornis",1239,"Bluespine unicornfish","Horne et al. 2013 Journal of Heredity 104:532-546","USA","Ipan",13.360093,144.771698,NA,"2008","control region",35,"250",1,NA,0.0924,NA,"mtdna102",70,NA,"external","dioecism"
"1202","Naso unicornis",1240,"Bluespine unicornfish","Horne et al. 2013 Journal of Heredity 104:532-546","USA","Pago",13.423933,144.789269,NA,"2008","control region",24,"250",1,NA,0.0813,NA,"mtdna102",70,NA,"external","dioecism"
"1203","Naso unicornis",1241,"Bluespine unicornfish","Horne et al. 2013 Journal of Heredity 104:532-546","USA","Saipan",15.209056,145.742519,NA,"2008","control region",28,"250",1,NA,0.0817,NA,"mtdna102",70,NA,"external","dioecism"
"1204","Naso unicornis",1242,"Bluespine unicornfish","Horne et al. 2013 Journal of Heredity 104:532-546","USA","Tanguison",13.54346,144.807945,NA,"2008","control region",39,"250",0.99,NA,0.0821,NA,"mtdna102",70,NA,"external","dioecism"
"1205","Nuchequula mannusella",1243,"","Gao et al. 2019 Pakistan J. Zool. 51:1527-1535","China","Fangchenggang",21.660433,108.339258,NA,"2014","cytb",29,"1141",0.43,NA,6e-04,NA,"mtdna102",10.1,NA,NA,NA
"1206","Nuchequula mannusella",1244,"","Gao et al. 2019 Pakistan J. Zool. 51:1527-1535","China","Leizhou Bay of Zhanjiang",20.944844,110.359368,NA,"2014","cytb",12,"1141",0.58,NA,0.00071,NA,"mtdna102",10.1,NA,NA,NA
